person,conjugation,gloss,tense,tense_base,tense_translation,preverb,preverb_translation,preverb_base,verb,verb_base,verb_type,verb_translation,subject,subject_translation,subject_base,mode,mode_translation,mode_base
,emîcisoyek,conj_pref-prs-NONE-mîcisoVAI-2PL-conj-,prs,,present,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,conj,Conjunct,
,emîcisoyahk,conj_pref-prs-NONE-mîcisoVAI-2I-conj-,prs,,present,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,conj,Conjunct,
,emîcisoyâhk,conj_pref-prs-NONE-mîcisoVAI-1PL-conj-,prs,,present,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,conj,Conjunct,
,ekahatihapiyit,conj_pref-fut_def-ati-apiVAI-3'-conj-,fut_def,ka,future definite,ati,begin to,ati,apiVAI,api,VAI,sit,3',John's son(s),John okosisa,conj,Conjunct,
,ekahatihapit,conj_pref-fut_def-ati-apiVAI-3SG-conj-,fut_def,ka,future definite,ati,begin to,ati,apiVAI,api,VAI,sit,3SG,s/he,wiya,conj,Conjunct,
,ekahatimîcisoyit,conj_pref-fut_def-ati-mîcisoVAI-3'-conj-,fut_def,ka,future definite,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,3',John's son(s),John okosisa,conj,Conjunct,
,ekahatimîcisot,conj_pref-fut_def-ati-mîcisoVAI-3SG-conj-,fut_def,ka,future definite,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,3SG,s/he,wiya,conj,Conjunct,
,ekanitawihapiyit,conj_pref-fut_def-nitawi-apiVAI-3'-conj-,fut_def,ka,future definite,nitawi,good at,nitawi,apiVAI,api,VAI,sit,3',John's son(s),John okosisa,conj,Conjunct,
,ekanitawihapit,conj_pref-fut_def-nitawi-apiVAI-3SG-conj-,fut_def,ka,future definite,nitawi,good at,nitawi,apiVAI,api,VAI,sit,3SG,s/he,wiya,conj,Conjunct,
,ekanitawimîcisoyit,conj_pref-fut_def-nitawi-mîcisoVAI-3'-conj-,fut_def,ka,future definite,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,3',John's son(s),John okosisa,conj,Conjunct,
,ekanitawimîcisot,conj_pref-fut_def-nitawi-mîcisoVAI-3SG-conj-,fut_def,ka,future definite,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,3SG,s/he,wiya,conj,Conjunct,
,ekapehapiyit,conj_pref-fut_def-pe-apiVAI-3'-conj-,fut_def,ka,future definite,pe,come and,pe,apiVAI,api,VAI,sit,3',John's son(s),John okosisa,conj,Conjunct,
,ekapehapit,conj_pref-fut_def-pe-apiVAI-3SG-conj-,fut_def,ka,future definite,pe,come and,pe,apiVAI,api,VAI,sit,3SG,s/he,wiya,conj,Conjunct,
,ekapemîcisoyit,conj_pref-fut_def-pe-mîcisoVAI-3'-conj-,fut_def,ka,future definite,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,3',John's son(s),John okosisa,conj,Conjunct,
,ekapemîcisot,conj_pref-fut_def-pe-mîcisoVAI-3SG-conj-,fut_def,ka,future definite,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,3SG,s/he,wiya,conj,Conjunct,
,ekahapiyit,conj_pref-fut_def-NONE-apiVAI-3'-conj-,fut_def,ka,future definite,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,3',John's son(s),John okosisa,conj,Conjunct,
,ekahapit,conj_pref-fut_def-NONE-apiVAI-3SG-conj-,fut_def,ka,future definite,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,3SG,s/he,wiya,conj,Conjunct,
,ekamîcisoyit,conj_pref-fut_def-NONE-mîcisoVAI-3'-conj-,fut_def,ka,future definite,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,3',John's son(s),John okosisa,conj,Conjunct,
,ekamîcisot,conj_pref-fut_def-NONE-mîcisoVAI-3SG-conj-,fut_def,ka,future definite,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,3SG,s/he,wiya,conj,Conjunct,
,ewîhatihapiyit,conj_pref-fut_int-ati-apiVAI-3'-conj-,fut_int,wî,future intentional,ati,begin to,ati,apiVAI,api,VAI,sit,3',John's son(s),John okosisa,conj,Conjunct,
,ewîhatihapit,conj_pref-fut_int-ati-apiVAI-3SG-conj-,fut_int,wî,future intentional,ati,begin to,ati,apiVAI,api,VAI,sit,3SG,s/he,wiya,conj,Conjunct,
,ewîhatimîcisoyit,conj_pref-fut_int-ati-mîcisoVAI-3'-conj-,fut_int,wî,future intentional,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,3',John's son(s),John okosisa,conj,Conjunct,
,ewîhatimîcisot,conj_pref-fut_int-ati-mîcisoVAI-3SG-conj-,fut_int,wî,future intentional,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,3SG,s/he,wiya,conj,Conjunct,
,ewînitawihapiyit,conj_pref-fut_int-nitawi-apiVAI-3'-conj-,fut_int,wî,future intentional,nitawi,good at,nitawi,apiVAI,api,VAI,sit,3',John's son(s),John okosisa,conj,Conjunct,
,ewînitawihapit,conj_pref-fut_int-nitawi-apiVAI-3SG-conj-,fut_int,wî,future intentional,nitawi,good at,nitawi,apiVAI,api,VAI,sit,3SG,s/he,wiya,conj,Conjunct,
,ewînitawimîcisoyit,conj_pref-fut_int-nitawi-mîcisoVAI-3'-conj-,fut_int,wî,future intentional,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,3',John's son(s),John okosisa,conj,Conjunct,
,ewînitawimîcisot,conj_pref-fut_int-nitawi-mîcisoVAI-3SG-conj-,fut_int,wî,future intentional,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,3SG,s/he,wiya,conj,Conjunct,
,ewîpehapiyit,conj_pref-fut_int-pe-apiVAI-3'-conj-,fut_int,wî,future intentional,pe,come and,pe,apiVAI,api,VAI,sit,3',John's son(s),John okosisa,conj,Conjunct,
,ewîpehapit,conj_pref-fut_int-pe-apiVAI-3SG-conj-,fut_int,wî,future intentional,pe,come and,pe,apiVAI,api,VAI,sit,3SG,s/he,wiya,conj,Conjunct,
,ewîpemîcisoyit,conj_pref-fut_int-pe-mîcisoVAI-3'-conj-,fut_int,wî,future intentional,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,3',John's son(s),John okosisa,conj,Conjunct,
,ewîpemîcisot,conj_pref-fut_int-pe-mîcisoVAI-3SG-conj-,fut_int,wî,future intentional,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,3SG,s/he,wiya,conj,Conjunct,
,ewîhapiyit,conj_pref-fut_int-NONE-apiVAI-3'-conj-,fut_int,wî,future intentional,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,3',John's son(s),John okosisa,conj,Conjunct,
,ewîhapit,conj_pref-fut_int-NONE-apiVAI-3SG-conj-,fut_int,wî,future intentional,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,3SG,s/he,wiya,conj,Conjunct,
,ewîmîcisoyit,conj_pref-fut_int-NONE-mîcisoVAI-3'-conj-,fut_int,wî,future intentional,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,3',John's son(s),John okosisa,conj,Conjunct,
,ewîmîcisot,conj_pref-fut_int-NONE-mîcisoVAI-3SG-conj-,fut_int,wî,future intentional,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,3SG,s/he,wiya,conj,Conjunct,
,ekîhatihapiyit,conj_pref-pst-ati-apiVAI-3'-conj-,pst,kî,past,ati,begin to,ati,apiVAI,api,VAI,sit,3',John's son(s),John okosisa,conj,Conjunct,
,ekîhatihapit,conj_pref-pst-ati-apiVAI-3SG-conj-,pst,kî,past,ati,begin to,ati,apiVAI,api,VAI,sit,3SG,s/he,wiya,conj,Conjunct,
,ekîhatimîcisoyit,conj_pref-pst-ati-mîcisoVAI-3'-conj-,pst,kî,past,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,3',John's son(s),John okosisa,conj,Conjunct,
,ekîhatimîcisot,conj_pref-pst-ati-mîcisoVAI-3SG-conj-,pst,kî,past,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,3SG,s/he,wiya,conj,Conjunct,
,ekînitawihapiyit,conj_pref-pst-nitawi-apiVAI-3'-conj-,pst,kî,past,nitawi,good at,nitawi,apiVAI,api,VAI,sit,3',John's son(s),John okosisa,conj,Conjunct,
,ekînitawihapit,conj_pref-pst-nitawi-apiVAI-3SG-conj-,pst,kî,past,nitawi,good at,nitawi,apiVAI,api,VAI,sit,3SG,s/he,wiya,conj,Conjunct,
,ekînitawimîcisoyit,conj_pref-pst-nitawi-mîcisoVAI-3'-conj-,pst,kî,past,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,3',John's son(s),John okosisa,conj,Conjunct,
,ekînitawimîcisot,conj_pref-pst-nitawi-mîcisoVAI-3SG-conj-,pst,kî,past,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,3SG,s/he,wiya,conj,Conjunct,
,ekîpehapiyit,conj_pref-pst-pe-apiVAI-3'-conj-,pst,kî,past,pe,come and,pe,apiVAI,api,VAI,sit,3',John's son(s),John okosisa,conj,Conjunct,
,ekîpehapit,conj_pref-pst-pe-apiVAI-3SG-conj-,pst,kî,past,pe,come and,pe,apiVAI,api,VAI,sit,3SG,s/he,wiya,conj,Conjunct,
,ekîpemîcisoyit,conj_pref-pst-pe-mîcisoVAI-3'-conj-,pst,kî,past,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,3',John's son(s),John okosisa,conj,Conjunct,
,ekîpemîcisot,conj_pref-pst-pe-mîcisoVAI-3SG-conj-,pst,kî,past,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,3SG,s/he,wiya,conj,Conjunct,
,ekîhapiyit,conj_pref-pst-NONE-apiVAI-3'-conj-,pst,kî,past,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,3',John's son(s),John okosisa,conj,Conjunct,
,ekîhapit,conj_pref-pst-NONE-apiVAI-3SG-conj-,pst,kî,past,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,3SG,s/he,wiya,conj,Conjunct,
,ekîmîcisoyit,conj_pref-pst-NONE-mîcisoVAI-3'-conj-,pst,kî,past,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,3',John's son(s),John okosisa,conj,Conjunct,
,ekîmîcisot,conj_pref-pst-NONE-mîcisoVAI-3SG-conj-,pst,kî,past,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,3SG,s/he,wiya,conj,Conjunct,
,ehatihapiyit,conj_pref-prs-ati-apiVAI-3'-conj-,prs,,present,ati,begin to,ati,apiVAI,api,VAI,sit,3',John's son(s),John okosisa,conj,Conjunct,
,ehatihapit,conj_pref-prs-ati-apiVAI-3SG-conj-,prs,,present,ati,begin to,ati,apiVAI,api,VAI,sit,3SG,s/he,wiya,conj,Conjunct,
,ehatimîcisoyit,conj_pref-prs-ati-mîcisoVAI-3'-conj-,prs,,present,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,3',John's son(s),John okosisa,conj,Conjunct,
,ehatimîcisot,conj_pref-prs-ati-mîcisoVAI-3SG-conj-,prs,,present,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,3SG,s/he,wiya,conj,Conjunct,
,enitawihapiyit,conj_pref-prs-nitawi-apiVAI-3'-conj-,prs,,present,nitawi,good at,nitawi,apiVAI,api,VAI,sit,3',John's son(s),John okosisa,conj,Conjunct,
,enitawihapit,conj_pref-prs-nitawi-apiVAI-3SG-conj-,prs,,present,nitawi,good at,nitawi,apiVAI,api,VAI,sit,3SG,s/he,wiya,conj,Conjunct,
,enitawimîcisoyit,conj_pref-prs-nitawi-mîcisoVAI-3'-conj-,prs,,present,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,3',John's son(s),John okosisa,conj,Conjunct,
,enitawimîcisot,conj_pref-prs-nitawi-mîcisoVAI-3SG-conj-,prs,,present,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,3SG,s/he,wiya,conj,Conjunct,
,epehapiyit,conj_pref-prs-pe-apiVAI-3'-conj-,prs,,present,pe,come and,pe,apiVAI,api,VAI,sit,3',John's son(s),John okosisa,conj,Conjunct,
,epehapit,conj_pref-prs-pe-apiVAI-3SG-conj-,prs,,present,pe,come and,pe,apiVAI,api,VAI,sit,3SG,s/he,wiya,conj,Conjunct,
,epemîcisoyit,conj_pref-prs-pe-mîcisoVAI-3'-conj-,prs,,present,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,3',John's son(s),John okosisa,conj,Conjunct,
,epemîcisot,conj_pref-prs-pe-mîcisoVAI-3SG-conj-,prs,,present,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,3SG,s/he,wiya,conj,Conjunct,
,ehapiyit,conj_pref-prs-NONE-apiVAI-3'-conj-,prs,,present,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,3',John's son(s),John okosisa,conj,Conjunct,
,ehapit,conj_pref-prs-NONE-apiVAI-3SG-conj-,prs,,present,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,3SG,s/he,wiya,conj,Conjunct,
,emîcisoyit,conj_pref-prs-NONE-mîcisoVAI-3'-conj-,prs,,present,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,3',John's son(s),John okosisa,conj,Conjunct,
,emîcisot,conj_pref-prs-NONE-mîcisoVAI-3SG-conj-,prs,,present,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,3SG,s/he,wiya,conj,Conjunct,
,ekahatihapiyan,conj_pref-fut_def-ati-apiVAI-2SG-conj-,fut_def,ka,future definite,ati,begin to,ati,apiVAI,api,VAI,sit,2SG,you,kiya,conj,Conjunct,
,ekahatihapiyân,conj_pref-fut_def-ati-apiVAI-1SG-conj-,fut_def,ka,future definite,ati,begin to,ati,apiVAI,api,VAI,sit,1SG,I,niya,conj,Conjunct,
,ekahatimîcisoyan,conj_pref-fut_def-ati-mîcisoVAI-2SG-conj-,fut_def,ka,future definite,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,conj,Conjunct,
,ekahatimîcisoyân,conj_pref-fut_def-ati-mîcisoVAI-1SG-conj-,fut_def,ka,future definite,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,conj,Conjunct,
,ekanitawihapiyan,conj_pref-fut_def-nitawi-apiVAI-2SG-conj-,fut_def,ka,future definite,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2SG,you,kiya,conj,Conjunct,
,ekanitawihapiyân,conj_pref-fut_def-nitawi-apiVAI-1SG-conj-,fut_def,ka,future definite,nitawi,good at,nitawi,apiVAI,api,VAI,sit,1SG,I,niya,conj,Conjunct,
,ekanitawimîcisoyan,conj_pref-fut_def-nitawi-mîcisoVAI-2SG-conj-,fut_def,ka,future definite,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,conj,Conjunct,
,ekanitawimîcisoyân,conj_pref-fut_def-nitawi-mîcisoVAI-1SG-conj-,fut_def,ka,future definite,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,conj,Conjunct,
,ekapehapiyan,conj_pref-fut_def-pe-apiVAI-2SG-conj-,fut_def,ka,future definite,pe,come and,pe,apiVAI,api,VAI,sit,2SG,you,kiya,conj,Conjunct,
,ekapehapiyân,conj_pref-fut_def-pe-apiVAI-1SG-conj-,fut_def,ka,future definite,pe,come and,pe,apiVAI,api,VAI,sit,1SG,I,niya,conj,Conjunct,
,ekapemîcisoyan,conj_pref-fut_def-pe-mîcisoVAI-2SG-conj-,fut_def,ka,future definite,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,conj,Conjunct,
,ekapemîcisoyân,conj_pref-fut_def-pe-mîcisoVAI-1SG-conj-,fut_def,ka,future definite,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,conj,Conjunct,
,ekahapiyan,conj_pref-fut_def-NONE-apiVAI-2SG-conj-,fut_def,ka,future definite,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2SG,you,kiya,conj,Conjunct,
,ekahapiyân,conj_pref-fut_def-NONE-apiVAI-1SG-conj-,fut_def,ka,future definite,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,1SG,I,niya,conj,Conjunct,
,ekamîcisoyan,conj_pref-fut_def-NONE-mîcisoVAI-2SG-conj-,fut_def,ka,future definite,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,conj,Conjunct,
,ekamîcisoyân,conj_pref-fut_def-NONE-mîcisoVAI-1SG-conj-,fut_def,ka,future definite,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,conj,Conjunct,
,ewîhatihapiyan,conj_pref-fut_int-ati-apiVAI-2SG-conj-,fut_int,wî,future intentional,ati,begin to,ati,apiVAI,api,VAI,sit,2SG,you,kiya,conj,Conjunct,
,ewîhatihapiyân,conj_pref-fut_int-ati-apiVAI-1SG-conj-,fut_int,wî,future intentional,ati,begin to,ati,apiVAI,api,VAI,sit,1SG,I,niya,conj,Conjunct,
,ewîhatimîcisoyan,conj_pref-fut_int-ati-mîcisoVAI-2SG-conj-,fut_int,wî,future intentional,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,conj,Conjunct,
,ewîhatimîcisoyân,conj_pref-fut_int-ati-mîcisoVAI-1SG-conj-,fut_int,wî,future intentional,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,conj,Conjunct,
,ewînitawihapiyan,conj_pref-fut_int-nitawi-apiVAI-2SG-conj-,fut_int,wî,future intentional,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2SG,you,kiya,conj,Conjunct,
,ewînitawihapiyân,conj_pref-fut_int-nitawi-apiVAI-1SG-conj-,fut_int,wî,future intentional,nitawi,good at,nitawi,apiVAI,api,VAI,sit,1SG,I,niya,conj,Conjunct,
,ewînitawimîcisoyan,conj_pref-fut_int-nitawi-mîcisoVAI-2SG-conj-,fut_int,wî,future intentional,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,conj,Conjunct,
,ewînitawimîcisoyân,conj_pref-fut_int-nitawi-mîcisoVAI-1SG-conj-,fut_int,wî,future intentional,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,conj,Conjunct,
,ewîpehapiyan,conj_pref-fut_int-pe-apiVAI-2SG-conj-,fut_int,wî,future intentional,pe,come and,pe,apiVAI,api,VAI,sit,2SG,you,kiya,conj,Conjunct,
,ewîpehapiyân,conj_pref-fut_int-pe-apiVAI-1SG-conj-,fut_int,wî,future intentional,pe,come and,pe,apiVAI,api,VAI,sit,1SG,I,niya,conj,Conjunct,
,ewîpemîcisoyan,conj_pref-fut_int-pe-mîcisoVAI-2SG-conj-,fut_int,wî,future intentional,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,conj,Conjunct,
,ewîpemîcisoyân,conj_pref-fut_int-pe-mîcisoVAI-1SG-conj-,fut_int,wî,future intentional,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,conj,Conjunct,
,ewîhapiyan,conj_pref-fut_int-NONE-apiVAI-2SG-conj-,fut_int,wî,future intentional,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2SG,you,kiya,conj,Conjunct,
,ewîhapiyân,conj_pref-fut_int-NONE-apiVAI-1SG-conj-,fut_int,wî,future intentional,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,1SG,I,niya,conj,Conjunct,
,ewîmîcisoyan,conj_pref-fut_int-NONE-mîcisoVAI-2SG-conj-,fut_int,wî,future intentional,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,conj,Conjunct,
,ewîmîcisoyân,conj_pref-fut_int-NONE-mîcisoVAI-1SG-conj-,fut_int,wî,future intentional,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,conj,Conjunct,
,atihapihkan,ati-apiVAI-pst-2SG-delayed_imp-,pst,kî,past,ati,begin to,ati,apiVAI,api,VAI,sit,2SG,you,kiya,delayed_imp,Delayed Imperative,
,ekîhatihapiyan,conj_pref-pst-ati-apiVAI-2SG-conj-,pst,kî,past,ati,begin to,ati,apiVAI,api,VAI,sit,2SG,you,kiya,conj,Conjunct,
,ekîhatihapiyân,conj_pref-pst-ati-apiVAI-1SG-conj-,pst,kî,past,ati,begin to,ati,apiVAI,api,VAI,sit,1SG,I,niya,conj,Conjunct,
,atimîcisohkan,ati-mîcisoVAI-pst-2SG-delayed_imp-,pst,kî,past,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,delayed_imp,Delayed Imperative,
,ekîhatimîcisoyan,conj_pref-pst-ati-mîcisoVAI-2SG-conj-,pst,kî,past,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,conj,Conjunct,
,ekîhatimîcisoyân,conj_pref-pst-ati-mîcisoVAI-1SG-conj-,pst,kî,past,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,conj,Conjunct,
,nitawihapihkan,nitawi-apiVAI-pst-2SG-delayed_imp-,pst,kî,past,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2SG,you,kiya,delayed_imp,Delayed Imperative,
,ekînitawihapiyan,conj_pref-pst-nitawi-apiVAI-2SG-conj-,pst,kî,past,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2SG,you,kiya,conj,Conjunct,
,ekînitawihapiyân,conj_pref-pst-nitawi-apiVAI-1SG-conj-,pst,kî,past,nitawi,good at,nitawi,apiVAI,api,VAI,sit,1SG,I,niya,conj,Conjunct,
,nitawimîcisohkan,nitawi-mîcisoVAI-pst-2SG-delayed_imp-,pst,kî,past,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,delayed_imp,Delayed Imperative,
,ekînitawimîcisoyan,conj_pref-pst-nitawi-mîcisoVAI-2SG-conj-,pst,kî,past,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,conj,Conjunct,
,ekînitawimîcisoyân,conj_pref-pst-nitawi-mîcisoVAI-1SG-conj-,pst,kî,past,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,conj,Conjunct,
,pehapihkan,pe-apiVAI-pst-2SG-delayed_imp-,pst,kî,past,pe,come and,pe,apiVAI,api,VAI,sit,2SG,you,kiya,delayed_imp,Delayed Imperative,
,ekîpehapiyan,conj_pref-pst-pe-apiVAI-2SG-conj-,pst,kî,past,pe,come and,pe,apiVAI,api,VAI,sit,2SG,you,kiya,conj,Conjunct,
,ekîpehapiyân,conj_pref-pst-pe-apiVAI-1SG-conj-,pst,kî,past,pe,come and,pe,apiVAI,api,VAI,sit,1SG,I,niya,conj,Conjunct,
,pemîcisohkan,pe-mîcisoVAI-pst-2SG-delayed_imp-,pst,kî,past,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,delayed_imp,Delayed Imperative,
,ekîpemîcisoyan,conj_pref-pst-pe-mîcisoVAI-2SG-conj-,pst,kî,past,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,conj,Conjunct,
,ekîpemîcisoyân,conj_pref-pst-pe-mîcisoVAI-1SG-conj-,pst,kî,past,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,conj,Conjunct,
,apihkan,NONE-apiVAI-pst-2SG-delayed_imp-,pst,kî,past,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2SG,you,kiya,delayed_imp,Delayed Imperative,
,ekîhapiyan,conj_pref-pst-NONE-apiVAI-2SG-conj-,pst,kî,past,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2SG,you,kiya,conj,Conjunct,
,ekîhapiyân,conj_pref-pst-NONE-apiVAI-1SG-conj-,pst,kî,past,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,1SG,I,niya,conj,Conjunct,
,mîcisohkan,NONE-mîcisoVAI-pst-2SG-delayed_imp-,pst,kî,past,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,delayed_imp,Delayed Imperative,
,ekîmîcisoyan,conj_pref-pst-NONE-mîcisoVAI-2SG-conj-,pst,kî,past,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,conj,Conjunct,
,ekîmîcisoyân,conj_pref-pst-NONE-mîcisoVAI-1SG-conj-,pst,kî,past,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,conj,Conjunct,
,atihapitân,ati-apiVAI-2I-prs-imp-,prs,,present,ati,begin to,ati,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,imp,Immediate Imperative,
,ehatihapiyan,conj_pref-prs-ati-apiVAI-2SG-conj-,prs,,present,ati,begin to,ati,apiVAI,api,VAI,sit,2SG,you,kiya,conj,Conjunct,
,ehatihapiyân,conj_pref-prs-ati-apiVAI-1SG-conj-,prs,,present,ati,begin to,ati,apiVAI,api,VAI,sit,1SG,I,niya,conj,Conjunct,
,atimîcisotân,ati-mîcisoVAI-2I-prs-imp-,prs,,present,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,imp,Immediate Imperative,
,ehatimîcisoyan,conj_pref-prs-ati-mîcisoVAI-2SG-conj-,prs,,present,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,conj,Conjunct,
,ehatimîcisoyân,conj_pref-prs-ati-mîcisoVAI-1SG-conj-,prs,,present,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,conj,Conjunct,
,nitawihapitân,nitawi-apiVAI-2I-prs-imp-,prs,,present,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,imp,Immediate Imperative,
,enitawihapiyan,conj_pref-prs-nitawi-apiVAI-2SG-conj-,prs,,present,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2SG,you,kiya,conj,Conjunct,
,enitawihapiyân,conj_pref-prs-nitawi-apiVAI-1SG-conj-,prs,,present,nitawi,good at,nitawi,apiVAI,api,VAI,sit,1SG,I,niya,conj,Conjunct,
,nitawimîcisotân,nitawi-mîcisoVAI-2I-prs-imp-,prs,,present,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,imp,Immediate Imperative,
,enitawimîcisoyan,conj_pref-prs-nitawi-mîcisoVAI-2SG-conj-,prs,,present,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,conj,Conjunct,
,enitawimîcisoyân,conj_pref-prs-nitawi-mîcisoVAI-1SG-conj-,prs,,present,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,conj,Conjunct,
,pehapitân,pe-apiVAI-2I-prs-imp-,prs,,present,pe,come and,pe,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,imp,Immediate Imperative,
