person,conjugation,gloss,tense,tense_base,tense_translation,preverb,preverb_translation,preverb_base,verb,verb_base,verb_type,verb_translation,subject,subject_translation,subject_base,mode,mode_translation,mode_base
2,kikîpehapinaw,2-pst-pe-apiVAI-2I-ind-,pst,kî,past,pe,come and,pe,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,ind,Independent,
2,kikîpemîcisonâwâw,2-pst-pe-mîcisoVAI-2PL-ind-,pst,kî,past,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,ind,Independent,
2,kikîpemîcisonaw,2-pst-pe-mîcisoVAI-2I-ind-,pst,kî,past,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,ind,Independent,
2,kikîhapinâwâw,2-pst-NONE-apiVAI-2PL-ind-,pst,kî,past,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,ind,Independent,
2,kikîhapinaw,2-pst-NONE-apiVAI-2I-ind-,pst,kî,past,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,ind,Independent,
2,kikîmîcisonâwâw,2-pst-NONE-mîcisoVAI-2PL-ind-,pst,kî,past,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,ind,Independent,
2,kikîmîcisonaw,2-pst-NONE-mîcisoVAI-2I-ind-,pst,kî,past,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,ind,Independent,
2,kihatihapinâwâw,2-prs-ati-apiVAI-2PL-ind-,prs,,present,ati,begin to,ati,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,ind,Independent,
2,kihatihapinaw,2-prs-ati-apiVAI-2I-ind-,prs,,present,ati,begin to,ati,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,ind,Independent,
2,kihatimîcisonâwâw,2-prs-ati-mîcisoVAI-2PL-ind-,prs,,present,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,ind,Independent,
2,kihatimîcisonaw,2-prs-ati-mîcisoVAI-2I-ind-,prs,,present,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,ind,Independent,
2,kinitawihapinâwâw,2-prs-nitawi-apiVAI-2PL-ind-,prs,,present,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,ind,Independent,
2,kinitawihapinaw,2-prs-nitawi-apiVAI-2I-ind-,prs,,present,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,ind,Independent,
2,kinitawimîcisonâwâw,2-prs-nitawi-mîcisoVAI-2PL-ind-,prs,,present,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,ind,Independent,
2,kinitawimîcisonaw,2-prs-nitawi-mîcisoVAI-2I-ind-,prs,,present,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,ind,Independent,
2,kipehapinâwâw,2-prs-pe-apiVAI-2PL-ind-,prs,,present,pe,come and,pe,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,ind,Independent,
2,kipehapinaw,2-prs-pe-apiVAI-2I-ind-,prs,,present,pe,come and,pe,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,ind,Independent,
2,kipemîcisonâwâw,2-prs-pe-mîcisoVAI-2PL-ind-,prs,,present,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,ind,Independent,
2,kipemîcisonaw,2-prs-pe-mîcisoVAI-2I-ind-,prs,,present,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,ind,Independent,
2,kitapinâwâw,2-prs-NONE-apiVAI-2PL-ind-,prs,,present,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,ind,Independent,
2,kitapinaw,2-prs-NONE-apiVAI-2I-ind-,prs,,present,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,ind,Independent,
2,kimîcisonâwâw,2-prs-NONE-mîcisoVAI-2PL-ind-,prs,,present,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,ind,Independent,
2,kimîcisonaw,2-prs-NONE-mîcisoVAI-2I-ind-,prs,,present,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,ind,Independent,
2,kikahatihapin,2-fut_def-ati-apiVAI-2SG-ind-,fut_def,ka,future definite,ati,begin to,ati,apiVAI,api,VAI,sit,2SG,you,kiya,ind,Independent,
2,kikahatimîcison,2-fut_def-ati-mîcisoVAI-2SG-ind-,fut_def,ka,future definite,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,ind,Independent,
2,kikanitawihapin,2-fut_def-nitawi-apiVAI-2SG-ind-,fut_def,ka,future definite,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2SG,you,kiya,ind,Independent,
2,kikanitawimîcison,2-fut_def-nitawi-mîcisoVAI-2SG-ind-,fut_def,ka,future definite,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,ind,Independent,
2,kikapehapin,2-fut_def-pe-apiVAI-2SG-ind-,fut_def,ka,future definite,pe,come and,pe,apiVAI,api,VAI,sit,2SG,you,kiya,ind,Independent,
2,kikapemîcison,2-fut_def-pe-mîcisoVAI-2SG-ind-,fut_def,ka,future definite,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,ind,Independent,
2,kikahapin,2-fut_def-NONE-apiVAI-2SG-ind-,fut_def,ka,future definite,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2SG,you,kiya,ind,Independent,
2,kikamîcison,2-fut_def-NONE-mîcisoVAI-2SG-ind-,fut_def,ka,future definite,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,ind,Independent,
2,kiwîhatihapin,2-fut_int-ati-apiVAI-2SG-ind-,fut_int,wî,future intentional,ati,begin to,ati,apiVAI,api,VAI,sit,2SG,you,kiya,ind,Independent,
2,kiwîhatimîcison,2-fut_int-ati-mîcisoVAI-2SG-ind-,fut_int,wî,future intentional,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,ind,Independent,
2,kiwînitawihapin,2-fut_int-nitawi-apiVAI-2SG-ind-,fut_int,wî,future intentional,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2SG,you,kiya,ind,Independent,
2,kiwînitawimîcison,2-fut_int-nitawi-mîcisoVAI-2SG-ind-,fut_int,wî,future intentional,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,ind,Independent,
2,kiwîpehapin,2-fut_int-pe-apiVAI-2SG-ind-,fut_int,wî,future intentional,pe,come and,pe,apiVAI,api,VAI,sit,2SG,you,kiya,ind,Independent,
2,kiwîpemîcison,2-fut_int-pe-mîcisoVAI-2SG-ind-,fut_int,wî,future intentional,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,ind,Independent,
2,kiwîhapin,2-fut_int-NONE-apiVAI-2SG-ind-,fut_int,wî,future intentional,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2SG,you,kiya,ind,Independent,
2,kiwîmîcison,2-fut_int-NONE-mîcisoVAI-2SG-ind-,fut_int,wî,future intentional,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,ind,Independent,
2,kikîhatihapin,2-pst-ati-apiVAI-2SG-ind-,pst,kî,past,ati,begin to,ati,apiVAI,api,VAI,sit,2SG,you,kiya,ind,Independent,
2,kikîhatimîcison,2-pst-ati-mîcisoVAI-2SG-ind-,pst,kî,past,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,ind,Independent,
2,kikînitawihapin,2-pst-nitawi-apiVAI-2SG-ind-,pst,kî,past,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2SG,you,kiya,ind,Independent,
2,kikînitawimîcison,2-pst-nitawi-mîcisoVAI-2SG-ind-,pst,kî,past,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,ind,Independent,
2,kikîpehapin,2-pst-pe-apiVAI-2SG-ind-,pst,kî,past,pe,come and,pe,apiVAI,api,VAI,sit,2SG,you,kiya,ind,Independent,
2,kikîpemîcison,2-pst-pe-mîcisoVAI-2SG-ind-,pst,kî,past,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,ind,Independent,
2,kikîhapin,2-pst-NONE-apiVAI-2SG-ind-,pst,kî,past,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2SG,you,kiya,ind,Independent,
2,kikîmîcison,2-pst-NONE-mîcisoVAI-2SG-ind-,pst,kî,past,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,ind,Independent,
2,kihatihapin,2-prs-ati-apiVAI-2SG-ind-,prs,,present,ati,begin to,ati,apiVAI,api,VAI,sit,2SG,you,kiya,ind,Independent,
2,kihatimîcison,2-prs-ati-mîcisoVAI-2SG-ind-,prs,,present,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,ind,Independent,
2,kinitawihapin,2-prs-nitawi-apiVAI-2SG-ind-,prs,,present,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2SG,you,kiya,ind,Independent,
2,kinitawimîcison,2-prs-nitawi-mîcisoVAI-2SG-ind-,prs,,present,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,ind,Independent,
2,kipehapin,2-prs-pe-apiVAI-2SG-ind-,prs,,present,pe,come and,pe,apiVAI,api,VAI,sit,2SG,you,kiya,ind,Independent,
2,kipemîcison,2-prs-pe-mîcisoVAI-2SG-ind-,prs,,present,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,ind,Independent,
2,kitapin,2-prs-NONE-apiVAI-2SG-ind-,prs,,present,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2SG,you,kiya,ind,Independent,
2,kimîcison,2-prs-NONE-mîcisoVAI-2SG-ind-,prs,,present,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,ind,Independent,
1,nikahatihapinân,1-fut_def-ati-apiVAI-1PL-ind-,fut_def,ka,future definite,ati,begin to,ati,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,ind,Independent,
1,nikahatihapin,1-fut_def-ati-apiVAI-1SG-ind-,fut_def,ka,future definite,ati,begin to,ati,apiVAI,api,VAI,sit,1SG,I,niya,ind,Independent,
1,nikahatimîcisonân,1-fut_def-ati-mîcisoVAI-1PL-ind-,fut_def,ka,future definite,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,ind,Independent,
1,nikahatimîcison,1-fut_def-ati-mîcisoVAI-1SG-ind-,fut_def,ka,future definite,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,ind,Independent,
1,nikanitawihapinân,1-fut_def-nitawi-apiVAI-1PL-ind-,fut_def,ka,future definite,nitawi,good at,nitawi,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,ind,Independent,
1,nikanitawihapin,1-fut_def-nitawi-apiVAI-1SG-ind-,fut_def,ka,future definite,nitawi,good at,nitawi,apiVAI,api,VAI,sit,1SG,I,niya,ind,Independent,
1,nikanitawimîcisonân,1-fut_def-nitawi-mîcisoVAI-1PL-ind-,fut_def,ka,future definite,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,ind,Independent,
1,nikanitawimîcison,1-fut_def-nitawi-mîcisoVAI-1SG-ind-,fut_def,ka,future definite,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,ind,Independent,
1,nikapehapinân,1-fut_def-pe-apiVAI-1PL-ind-,fut_def,ka,future definite,pe,come and,pe,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,ind,Independent,
1,nikapehapin,1-fut_def-pe-apiVAI-1SG-ind-,fut_def,ka,future definite,pe,come and,pe,apiVAI,api,VAI,sit,1SG,I,niya,ind,Independent,
1,nikapemîcisonân,1-fut_def-pe-mîcisoVAI-1PL-ind-,fut_def,ka,future definite,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,ind,Independent,
1,nikapemîcison,1-fut_def-pe-mîcisoVAI-1SG-ind-,fut_def,ka,future definite,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,ind,Independent,
1,nikahapinân,1-fut_def-NONE-apiVAI-1PL-ind-,fut_def,ka,future definite,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,ind,Independent,
1,nikahapin,1-fut_def-NONE-apiVAI-1SG-ind-,fut_def,ka,future definite,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,1SG,I,niya,ind,Independent,
1,nikamîcisonân,1-fut_def-NONE-mîcisoVAI-1PL-ind-,fut_def,ka,future definite,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,ind,Independent,
1,nikamîcison,1-fut_def-NONE-mîcisoVAI-1SG-ind-,fut_def,ka,future definite,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,ind,Independent,
1,niwîhatihapinân,1-fut_int-ati-apiVAI-1PL-ind-,fut_int,wî,future intentional,ati,begin to,ati,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,ind,Independent,
1,niwîhatihapin,1-fut_int-ati-apiVAI-1SG-ind-,fut_int,wî,future intentional,ati,begin to,ati,apiVAI,api,VAI,sit,1SG,I,niya,ind,Independent,
1,niwîhatimîcisonân,1-fut_int-ati-mîcisoVAI-1PL-ind-,fut_int,wî,future intentional,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,ind,Independent,
1,niwîhatimîcison,1-fut_int-ati-mîcisoVAI-1SG-ind-,fut_int,wî,future intentional,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,ind,Independent,
1,niwînitawihapinân,1-fut_int-nitawi-apiVAI-1PL-ind-,fut_int,wî,future intentional,nitawi,good at,nitawi,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,ind,Independent,
1,niwînitawihapin,1-fut_int-nitawi-apiVAI-1SG-ind-,fut_int,wî,future intentional,nitawi,good at,nitawi,apiVAI,api,VAI,sit,1SG,I,niya,ind,Independent,
1,niwînitawimîcisonân,1-fut_int-nitawi-mîcisoVAI-1PL-ind-,fut_int,wî,future intentional,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,ind,Independent,
1,niwînitawimîcison,1-fut_int-nitawi-mîcisoVAI-1SG-ind-,fut_int,wî,future intentional,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,ind,Independent,
1,niwîpehapinân,1-fut_int-pe-apiVAI-1PL-ind-,fut_int,wî,future intentional,pe,come and,pe,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,ind,Independent,
1,niwîpehapin,1-fut_int-pe-apiVAI-1SG-ind-,fut_int,wî,future intentional,pe,come and,pe,apiVAI,api,VAI,sit,1SG,I,niya,ind,Independent,
1,niwîpemîcisonân,1-fut_int-pe-mîcisoVAI-1PL-ind-,fut_int,wî,future intentional,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,ind,Independent,
1,niwîpemîcison,1-fut_int-pe-mîcisoVAI-1SG-ind-,fut_int,wî,future intentional,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,ind,Independent,
1,niwîhapinân,1-fut_int-NONE-apiVAI-1PL-ind-,fut_int,wî,future intentional,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,ind,Independent,
1,niwîhapin,1-fut_int-NONE-apiVAI-1SG-ind-,fut_int,wî,future intentional,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,1SG,I,niya,ind,Independent,
1,niwîmîcisonân,1-fut_int-NONE-mîcisoVAI-1PL-ind-,fut_int,wî,future intentional,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,ind,Independent,
1,niwîmîcison,1-fut_int-NONE-mîcisoVAI-1SG-ind-,fut_int,wî,future intentional,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,ind,Independent,
1,nikîhatihapinân,1-pst-ati-apiVAI-1PL-ind-,pst,kî,past,ati,begin to,ati,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,ind,Independent,
1,nikîhatihapin,1-pst-ati-apiVAI-1SG-ind-,pst,kî,past,ati,begin to,ati,apiVAI,api,VAI,sit,1SG,I,niya,ind,Independent,
1,nikîhatimîcisonân,1-pst-ati-mîcisoVAI-1PL-ind-,pst,kî,past,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,ind,Independent,
1,nikîhatimîcison,1-pst-ati-mîcisoVAI-1SG-ind-,pst,kî,past,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,ind,Independent,
1,nikînitawihapinân,1-pst-nitawi-apiVAI-1PL-ind-,pst,kî,past,nitawi,good at,nitawi,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,ind,Independent,
1,nikînitawihapin,1-pst-nitawi-apiVAI-1SG-ind-,pst,kî,past,nitawi,good at,nitawi,apiVAI,api,VAI,sit,1SG,I,niya,ind,Independent,
1,nikînitawimîcisonân,1-pst-nitawi-mîcisoVAI-1PL-ind-,pst,kî,past,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,ind,Independent,
1,nikînitawimîcison,1-pst-nitawi-mîcisoVAI-1SG-ind-,pst,kî,past,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,ind,Independent,
1,nikîpehapinân,1-pst-pe-apiVAI-1PL-ind-,pst,kî,past,pe,come and,pe,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,ind,Independent,
1,nikîpehapin,1-pst-pe-apiVAI-1SG-ind-,pst,kî,past,pe,come and,pe,apiVAI,api,VAI,sit,1SG,I,niya,ind,Independent,
1,nikîpemîcisonân,1-pst-pe-mîcisoVAI-1PL-ind-,pst,kî,past,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,ind,Independent,
1,nikîpemîcison,1-pst-pe-mîcisoVAI-1SG-ind-,pst,kî,past,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,ind,Independent,
1,nikîhapinân,1-pst-NONE-apiVAI-1PL-ind-,pst,kî,past,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,ind,Independent,
1,nikîhapin,1-pst-NONE-apiVAI-1SG-ind-,pst,kî,past,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,1SG,I,niya,ind,Independent,
1,nikîmîcisonân,1-pst-NONE-mîcisoVAI-1PL-ind-,pst,kî,past,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,ind,Independent,
1,nikîmîcison,1-pst-NONE-mîcisoVAI-1SG-ind-,pst,kî,past,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,ind,Independent,
1,nihatihapinân,1-prs-ati-apiVAI-1PL-ind-,prs,,present,ati,begin to,ati,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,ind,Independent,
1,nihatihapin,1-prs-ati-apiVAI-1SG-ind-,prs,,present,ati,begin to,ati,apiVAI,api,VAI,sit,1SG,I,niya,ind,Independent,
1,nihatimîcisonân,1-prs-ati-mîcisoVAI-1PL-ind-,prs,,present,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,ind,Independent,
1,nihatimîcison,1-prs-ati-mîcisoVAI-1SG-ind-,prs,,present,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,ind,Independent,
1,ninitawihapinân,1-prs-nitawi-apiVAI-1PL-ind-,prs,,present,nitawi,good at,nitawi,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,ind,Independent,
1,ninitawihapin,1-prs-nitawi-apiVAI-1SG-ind-,prs,,present,nitawi,good at,nitawi,apiVAI,api,VAI,sit,1SG,I,niya,ind,Independent,
1,ninitawimîcisonân,1-prs-nitawi-mîcisoVAI-1PL-ind-,prs,,present,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,ind,Independent,
1,ninitawimîcison,1-prs-nitawi-mîcisoVAI-1SG-ind-,prs,,present,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,ind,Independent,
1,nipehapinân,1-prs-pe-apiVAI-1PL-ind-,prs,,present,pe,come and,pe,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,ind,Independent,
1,nipehapin,1-prs-pe-apiVAI-1SG-ind-,prs,,present,pe,come and,pe,apiVAI,api,VAI,sit,1SG,I,niya,ind,Independent,
1,nipemîcisonân,1-prs-pe-mîcisoVAI-1PL-ind-,prs,,present,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,ind,Independent,
1,nipemîcison,1-prs-pe-mîcisoVAI-1SG-ind-,prs,,present,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,ind,Independent,
1,nitapinân,1-prs-NONE-apiVAI-1PL-ind-,prs,,present,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,ind,Independent,
1,nitapin,1-prs-NONE-apiVAI-1SG-ind-,prs,,present,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,1SG,I,niya,ind,Independent,
1,nimîcisonân,1-prs-NONE-mîcisoVAI-1PL-ind-,prs,,present,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,ind,Independent,
1,nimîcison,1-prs-NONE-mîcisoVAI-1SG-ind-,prs,,present,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,1SG,I,niya,ind,Independent,
,pemîciso,pe-mîcisoVAI-2SG-prs-imp-,prs,,present,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,imp,Immediate Imperative,
,atimîciso,ati-mîcisoVAI-2SG-prs-imp-,prs,,present,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,imp,Immediate Imperative,
,nitawimîciso,nitawi-mîcisoVAI-2SG-prs-imp-,prs,,present,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,imp,Immediate Imperative,
,mîciso,NONE-mîcisoVAI-2SG-prs-imp-,prs,,present,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2SG,you,kiya,imp,Immediate Imperative,
,pehapi,pe-apiVAI-2SG-prs-imp-,prs,,present,pe,come and,pe,apiVAI,api,VAI,sit,2SG,you,kiya,imp,Immediate Imperative,
,atihapi,ati-apiVAI-2SG-prs-imp-,prs,,present,ati,begin to,ati,apiVAI,api,VAI,sit,2SG,you,kiya,imp,Immediate Imperative,
,nitawihapi,nitawi-apiVAI-2SG-prs-imp-,prs,,present,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2SG,you,kiya,imp,Immediate Imperative,
,api,NONE-apiVAI-2SG-prs-imp-,prs,,present,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2SG,you,kiya,imp,Immediate Imperative,
,ekahatihapicik,conj_pref-fut_def-ati-apiVAI-3PL-conj-,fut_def,ka,future definite,ati,begin to,ati,apiVAI,api,VAI,sit,3PL,they,wiyawaw,conj,Conjunct,
,ekahatihapiyek,conj_pref-fut_def-ati-apiVAI-2PL-conj-,fut_def,ka,future definite,ati,begin to,ati,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,conj,Conjunct,
,ekahatihapiyahk,conj_pref-fut_def-ati-apiVAI-2I-conj-,fut_def,ka,future definite,ati,begin to,ati,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,conj,Conjunct,
,ekahatihapiyâhk,conj_pref-fut_def-ati-apiVAI-1PL-conj-,fut_def,ka,future definite,ati,begin to,ati,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,conj,Conjunct,
,ekahatimîcisocik,conj_pref-fut_def-ati-mîcisoVAI-3PL-conj-,fut_def,ka,future definite,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,3PL,they,wiyawaw,conj,Conjunct,
,ekahatimîcisoyek,conj_pref-fut_def-ati-mîcisoVAI-2PL-conj-,fut_def,ka,future definite,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,conj,Conjunct,
,ekahatimîcisoyahk,conj_pref-fut_def-ati-mîcisoVAI-2I-conj-,fut_def,ka,future definite,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,conj,Conjunct,
,ekahatimîcisoyâhk,conj_pref-fut_def-ati-mîcisoVAI-1PL-conj-,fut_def,ka,future definite,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,conj,Conjunct,
,ekanitawihapicik,conj_pref-fut_def-nitawi-apiVAI-3PL-conj-,fut_def,ka,future definite,nitawi,good at,nitawi,apiVAI,api,VAI,sit,3PL,they,wiyawaw,conj,Conjunct,
,ekanitawihapiyek,conj_pref-fut_def-nitawi-apiVAI-2PL-conj-,fut_def,ka,future definite,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,conj,Conjunct,
,ekanitawihapiyahk,conj_pref-fut_def-nitawi-apiVAI-2I-conj-,fut_def,ka,future definite,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,conj,Conjunct,
,ekanitawihapiyâhk,conj_pref-fut_def-nitawi-apiVAI-1PL-conj-,fut_def,ka,future definite,nitawi,good at,nitawi,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,conj,Conjunct,
,ekanitawimîcisocik,conj_pref-fut_def-nitawi-mîcisoVAI-3PL-conj-,fut_def,ka,future definite,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,3PL,they,wiyawaw,conj,Conjunct,
,ekanitawimîcisoyek,conj_pref-fut_def-nitawi-mîcisoVAI-2PL-conj-,fut_def,ka,future definite,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,conj,Conjunct,
,ekanitawimîcisoyahk,conj_pref-fut_def-nitawi-mîcisoVAI-2I-conj-,fut_def,ka,future definite,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,conj,Conjunct,
,ekanitawimîcisoyâhk,conj_pref-fut_def-nitawi-mîcisoVAI-1PL-conj-,fut_def,ka,future definite,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,conj,Conjunct,
